,name,location,at_student_home,at_online,at_teacher_home,rate,review,price,languages,picture,seniority,trusted_teacher,Bachelor's degree,Master's degree,Other studies,PhD,Student,Teach Arabic,Teach Business,Teach Computers,Teach English,Teach French,Teach Humanities,Teach Language Skills,Teach Math,Teach Music,Teach Other Languages,Teach Sciences,Teach Spanish,Teach Sports,Teach Telecommunications,Tech Arts,region,0-3,13-17,18-64,4-6,65+,7-12,Advanced,Beginner,Intermediate,region_code,location_code
5204,Claude,Czech Republic,1.0,1,1.0,0.0,0,66.77,3.0,0,3,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,East Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,75
5205,Lerna,Turkey,1.0,1,1.0,0.0,0,177.56,3.0,0,3,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,West Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,19
5206,Angela,Spain,1.0,1,0.0,0.0,0,88.78,1.0,0,3,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
5207,Selene,United Kingdom,1.0,1,1.0,0.0,0,108.29,2.0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7,15
5208,Elia,United Kingdom,1.0,1,1.0,0.0,0,130.85,2.0,0,3,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
5209,Kris,Belgium,1.0,1,0.0,0.0,0,169.84,3.0,0,4,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
5210,Sudha,India,0.0,1,1.0,0.0,0,81.06,3.0,0,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Asia,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8,26
5211,Ihssane,Morocco,0.0,1,0.0,0.0,0,41.69,2.0,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
5212,Mounir,Ukraine,1.0,1,0.0,0.0,0,135.1,3.0,0,4,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,East Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9,42
5213,Daria,France,1.0,1,1.0,0.0,0,96.5,3.0,0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5214,Ka Wa,Netherlands,1.0,1,0.0,0.0,0,177.56,2.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1
5215,Brent,Albania,1.0,1,1.0,0.0,0,57.9,4.0,0,4,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87
5216,Andrea,Belgium,1.0,1,0.0,0.0,0,135.1,5.0,0,5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5217,Evan,France,1.0,1,1.0,0.0,0,135.1,3.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5218,Francois,Belgium,1.0,1,1.0,0.0,0,169.84,3.0,0,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,7
5219,Maria Muñoz,United Kingdom,1.0,1,0.0,0.0,0,67.68,2.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Central Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,15
5220,Elia,France,0.0,1,1.0,0.0,0,54.04,2.0,0,4,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5221,Gemma,Luxembourg,0.0,1,1.0,0.0,0,335.81,1.0,0,4,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,24
5222,Taha,Spain,1.0,1,1.0,0.0,0,50.18,4.0,0,5,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
5223,Joëlle,France,0.0,1,0.0,0.0,0,177.56,4.0,0,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
5224,Wasim,Pakistan,0.0,1,0.0,0.0,0,447.75,4.0,0,4,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,South Asia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,72
5225,Margarida,Portugal,1.0,1,1.0,0.0,0,100.36,3.0,0,4,1.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,37
5226,Pierre,Luxembourg,1.0,1,1.0,0.0,0,200.72,5.0,0,4,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,24
5227,Elen,United Kingdom,0.0,1,0.0,0.0,0,171.46,1.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
5228,Arunitha,France,0.0,1,0.0,0.0,0,96.5,4.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,14
5229,Maria Jose,Costa Rica,1.0,1,1.0,0.0,0,86.15,2.0,0,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Americas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,63
5230,Alex,France,1.0,1,0.0,0.0,0,57.9,2.0,0,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5231,Khaled,France,1.0,1,1.0,0.0,0,69.48,2.0,0,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,14
5232,Slava,Austria,1.0,1,1.0,0.0,0,46.32,2.0,0,4,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,21
5233,Tony,Estonia,1.0,1,1.0,0.0,0,73.34,3.0,0,4,1.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7,46
5234,Charlotte,France,0.0,1,0.0,0.0,0,108.08,2.0,0,5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,14
5235,Karelle,10,0.0,1,1.0,0.0,0,115.45,2.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Unknown,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,142
5236,Hamid,United Kingdom,1.0,1,1.0,0.0,0,112.8,2.0,0,5,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,15
5237,Mathilda,France,1.0,1,0.0,0.0,0,50.18,3.0,0,5,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,14
5238,Sdana,France,1.0,1,0.0,0.0,0,135.1,2.0,0,5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5239,Catherine,France,1.0,1,1.0,0.0,0,142.82,2.0,0,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,14
5240,Jenny,Taiwan,1.0,1,0.0,0.0,0,186.65,3.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,65
5241,Alexandra,Spain,0.0,1,0.0,0.0,0,131.24,3.0,0,6,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
5242,Catherine,France,0.0,1,1.0,0.0,0,401.43,3.0,0,10,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
5243,Francesco,Belgium,1.0,1,1.0,0.0,0,96.5,3.0,0,7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
5244,Saramba,France,1.0,1,1.0,0.0,0,96.5,2.0,0,9,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5245,David,France,1.0,1,0.0,0.0,0,92.64,4.0,0,10,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5246,Alexandre,France,1.0,1,0.0,0.0,0,247.04,3.0,0,9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5247,Julien,Japan,1.0,1,1.0,0.0,0,103.65,3.0,0,8,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,20
5248,Yulia,Georgia,0.0,1,1.0,5.0,2,96.5,5.0,0,2,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Asia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,44
5249,Melissa,France,0.0,1,1.0,5.0,6,142.82,2.0,0,6,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
5250,Vendula,France,0.0,1,0.0,4.75,16,135.1,4.0,0,6,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
5251,Ines,Netherlands,1.0,1,1.0,4.9,8,96.5,3.0,0,6,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
5252,Saima,Spain,0.0,1,0.0,1.0,1,108.08,3.0,0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,13
5253,Jelka,Netherlands,0.0,1,1.0,4.0,1,154.4,4.0,0,2,1.0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
5254,Davy,Japan,1.0,1,1.0,5.0,1,133.26,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,20
5255,Franck,France,0.0,1,0.0,2.0,1,162.12,2.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,14
5256,Saniah,Netherlands,0.0,1,0.0,5.0,3,88.78,2.0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5257,Aya,Belgium,1.0,1,1.0,5.0,2,73.34,3.0,0,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5258,Fausto,Poland,1.0,1,0.0,5.0,1,119.94,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,East Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,58
5259,Robin,United Kingdom,0.0,1,1.0,5.0,1,175.37,1.0,0,2,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,15
5260,Mohamed,France,0.0,1,0.0,0.0,0,108.08,3.0,0,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5261,Rucha,South Korea,0.0,1,0.0,0.0,0,68.2,1.0,0,3,1.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,East Asia,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,66
5262,Alex,10,1.0,1,1.0,4.2,5,91.29,2.0,0,6,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Unknown,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6,142
5263,Eleonora,Switzerland,0.0,1,0.0,5.0,1,262.33,4.0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
5264,François,Belgium,1.0,1,1.0,4.2,6,111.94,2.0,0,6,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
5265,Marianne,Netherlands,1.0,1,0.0,5.0,8,100.36,2.0,0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
5266,Nicoleta,France,1.0,1,0.0,5.0,3,92.64,3.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5267,Bernadette,France,1.0,1,1.0,5.0,1,158.26,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5268,Rafaelos,Netherlands,1.0,1,1.0,5.0,1,131.24,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1
5269,Blazhen,Belgium,1.0,1,1.0,4.7,3,158.26,7.0,0,3,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5270,Liutauras,Netherlands,1.0,1,1.0,0.0,0,158.26,3.0,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5271,Yuki,Belgium,1.0,1,1.0,4.8,9,108.08,4.0,0,7,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5272,Oleg,Germany,1.0,1,1.0,4.5,2,96.5,3.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2
5273,Pandora,France,0.0,1,1.0,4.5,2,115.8,6.0,0,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5274,Raquel,Belgium,0.0,1,1.0,5.0,3,127.38,4.0,1,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5275,Jelmer,Netherlands,1.0,1,1.0,5.0,3,154.4,3.0,0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5276,Henrik,Sweden,0.0,1,0.0,0.0,0,131.24,2.0,0,0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7,23
5277,Dennis,Netherlands,0.0,1,0.0,0.0,0,96.5,2.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1
5278,Dhia Eddine,Tunisia,0.0,1,0.0,0.0,0,96.5,3.0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Africa,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,25
5279,Giota,Greece,0.0,1,0.0,0.0,0,73.34,3.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,57
5280,Conor,Estonia,1.0,1,0.0,0.0,0,73.34,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Central Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,46
5281,Milena,Netherlands,0.0,1,0.0,0.0,0,96.5,4.0,0,2,1.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5282,Inês,Belgium,1.0,1,0.0,0.0,0,108.08,2.0,0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
5283,Alexandra,Belgium,0.0,1,0.0,0.0,0,88.78,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5284,Kévin,France,0.0,1,0.0,0.0,0,312.65,2.0,0,6,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,14
5285,Sümeyra,Turkey,1.0,1,1.0,0.0,0,28.38,2.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
5286,Ilse,Netherlands,0.0,1,1.0,0.0,0,96.5,4.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5287,Aitor,Belgium,1.0,1,1.0,0.0,0,111.94,5.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7
5288,Fabio,Italy,1.0,1,1.0,0.0,0,131.24,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,22
5289,Hisako,Belgium,0.0,1,1.0,0.0,0,92.64,3.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,7
5290,Albert,Netherlands,1.0,1,1.0,0.0,0,92.64,3.0,0,0,1.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5291,Silvana,Netherlands,1.0,1,0.0,0.0,0,88.78,2.0,0,1,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
5292,Sylia,Spain,1.0,1,1.0,0.0,0,61.76,3.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
5293,Cansu,Turkey,0.0,1,0.0,0.0,0,28.38,4.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
5294,Carolina,Spain,0.0,1,0.0,0.0,0,61.76,2.0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13
5295,Zeynep,Turkey,0.0,1,0.0,0.0,0,30.37,3.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Asia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,19
5296,Sherry,Denmark,1.0,1,1.0,0.0,0,184.33,3.0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Central Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,54
5297,Nada,Egypt,0.0,1,1.0,0.0,0,20.41,2.0,0,1,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,West Africa,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,18
5298,Yvonne,Netherlands,1.0,1,1.0,0.0,0,135.1,3.0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
5299,Júlia Ferrer,Netherlands,1.0,1,0.0,0.0,0,154.4,4.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1
5300,Desiree,Turkey,0.0,1,0.0,0.0,0,69.48,2.0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,West Asia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,19
5301,Victor,Netherlands,1.0,1,0.0,0.0,0,81.06,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1
5302,Oksana,France,0.0,1,1.0,0.0,0,100.36,5.0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14
5303,Vincent,France,0.0,1,0.0,0.0,0,96.5,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14
5304,Helga,Belgium,0.0,1,0.0,0.0,0,73.34,3.0,0,1,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,West Europe,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7
5305,Jovana,Serbia,1.0,1,1.0,0.0,0,92.64,3.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,East Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9,61
5306,Hélène,Switzerland,1.0,1,1.0,0.0,0,139.12,2.0,0,1,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6
5307,Marcel,Netherlands,0.0,1,0.0,0.0,0,158.26,2.0,0,1,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1
5308,Haruka,Belgium,1.0,1,0.0,0.0,0,111.94,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,West Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,7
5309,Angel,Switzerland,1.0,1,1.0,0.0,0,230.54,3.0,0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,West Europe,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,6
